OBJECTID,Provider Number,dist_apart,match source,matching_uuid
4841,191313,0,dist threshhold,4841-191313
4867,194094,0,dist threshhold,4867-194094
4868,192023,0,dist threshhold,4868-192023
4901,194080,0,top dist and str match,4901-194080
4921,191312,0,dist threshhold,4921-191312
4966,193028,0,dist threshhold,4966-193028
4969,194008,0,dist threshhold,4969-194008
4995,194081,0,dist threshhold,4995-194081
1616,190044,0,dist threshhold,1616-190044
1617,190106,0,dist threshhold,1617-190106
1618,190133,0,dist threshhold,1618-190133
1619,190242,0,dist threshhold,1619-190242
1620,191303,0,dist threshhold,1620-191303
1621,191311,0,top dist and str match,1621-191311
1622,190099,0,dist threshhold,1622-190099
1623,190050,0,dist threshhold,1623-190050
1624,191320,0,dist threshhold,1624-191320
1625,190236,0,dist threshhold,1625-190236
1626,190278,0,top dist and str match,1626-190278
1627,190098,0,top dist and str match,1627-190098
1628,190111,37,dist threshhold,1628-190111
1629,190060,0,dist threshhold,1629-190060
1631,190013,0,dist threshhold,1631-190013
1632,190201,30,dist threshhold,1632-190201
1633,190184,0,dist threshhold,1633-190184
1634,190190,0,dist threshhold,1634-190190
1635,190307,0,dist threshhold,1635-190307
1636,190114,0,dist threshhold,1636-190114
1637,190118,0,dist threshhold,1637-190118
1638,190128,0,dist threshhold,1638-190128
1639,190202,0,dist threshhold,1639-190202
1640,190251,0,dist threshhold,1640-190251
1641,190266,0,top dist and str match,1641-190266
1642,190020,0,top dist and str match,1642-190020
1643,190064,0,dist threshhold,1643-190064
1644,190065,0,dist threshhold,1644-190065
1645,190208,0,dist threshhold,1645-190208
1646,190199,0,dist threshhold,1646-190199
1647,190167,0,dist threshhold,1647-190167
1648,190025,0,dist threshhold,1648-190025
1649,190140,0,dist threshhold,1649-190140
1650,190054,62,dist threshhold,1650-190054
1651,191317,0,dist threshhold,1651-191317
1652,190146,0,dist threshhold,1652-190146
1653,190274,136,top dist and str match,1653-190274
1654,190039,0,top dist and str match,1654-190039
1655,190036,231,normalized average,1655-190036
1656,190053,0,top dist and str match,1656-190053
1657,190102,0,top dist and str match,1657-190102
1658,190268,0,dist threshhold,1658-190268
1659,190263,22,top dist and str match,1659-190263
1660,190255,0,top dist and str match,1660-190255
1661,190259,0,top dist and str match,1661-190259
1662,190006,0,dist threshhold,1662-190006
1663,190002,0,dist threshhold,1663-190002
1664,190004,0,dist threshhold,1664-190004
1665,191324,113,normalized average,1665-191324
1666,191325,0,dist threshhold,1666-191325
1667,191315,0,dist threshhold,1667-191315
1668,190145,0,dist threshhold,1668-190145
1669,190086,0,top dist and str match,1669-190086
1670,190116,0,top dist and str match,1670-190116
1671,190007,0,top dist and str match,1671-190007
1672,190005,0,dist threshhold,1672-190005
1673,190046,0,top dist and str match,1673-190046
1674,190176,0,dist threshhold,1674-190176
1675,190125,0,top dist and str match,1675-190125
1676,190245,0,dist threshhold,1676-190245
1677,190246,36,normalized average,1677-190246
1678,190160,0,top dist and str match,1678-190160
1679,190011,0,dist threshhold,1679-190011
1680,191316,0,dist threshhold,1680-191316
1683,190026,0,top dist and str match,1683-190026
1684,191323,0,dist threshhold,1684-191323
1685,190151,0,dist threshhold,1685-190151
1686,190218,0,dist threshhold,1686-190218
1687,190079,0,top dist and str match,1687-190079
1688,191305,0,dist threshhold,1688-191305
1689,190017,0,top dist and str match,1689-190017
1690,190014,0,dist threshhold,1690-190014
1691,190045,0,dist threshhold,1691-190045
1692,190040,0,dist threshhold,1692-190040
1693,190267,0,normalized average,1693-190267
1694,190270,0,dist threshhold,1694-190270
1695,190204,0,dist threshhold,1695-190204
1697,190256,0,dist threshhold,1697-190256
1698,191321,0,dist threshhold,1698-191321
1699,190015,284,top dist and str match,1699-190015
1700,190008,0,dist threshhold,1700-190008
1701,190241,0,dist threshhold,1701-190241
1702,190183,0,dist threshhold,1702-190183
1703,191326,0,dist threshhold,1703-191326
1704,191322,0,dist threshhold,1704-191322
1705,190034,0,dist threshhold,1705-190034
1706,190164,0,top dist and str match,1706-190164
1707,190312,19,dist threshhold,1707-190312
1708,190144,0,dist threshhold,1708-190144
1709,190088,0,dist threshhold,1709-190088
1710,190081,0,dist threshhold,1710-190081
1711,191306,0,dist threshhold,1711-191306
1712,190090,0,dist threshhold,1712-190090
6052,194071,0,normalized average,6052-194071
6053,194109,0,dist threshhold,6053-194109
6118,194105,0,dist threshhold,6118-194105
6119,194106,0,dist threshhold,6119-194106
6265,193098,0,dist threshhold,6265-193098
6269,194112,0,top dist and str match,6269-194112
6331,193097,0,top dist and str match,6331-193097
6424,190175,0,normalized average,6424-190175
6443,193099,12,top dist and str match,6443-193099
5021,192036,0,dist threshhold,5021-192036
5056,191302,0,dist threshhold,5056-191302
5082,192029,60,dist threshhold,5082-192029
5085,193031,0,top dist and str match,5085-193031
5106,194088,0,dist threshhold,5106-194088
5114,193080,0,dist threshhold,5114-193080
5118,194091,0,dist threshhold,5118-194091
5122,192028,0,dist threshhold,5122-192028
5130,192012,0,top dist and str match,5130-192012
5148,192055,0,top dist and str match,5148-192055
5168,192034,0,top dist and str match,5168-192034
5170,194079,0,dist threshhold,5170-194079
5176,191301,0,dist threshhold,5176-191301
5216,191307,0,dist threshhold,5216-191307
5221,194031,0,top dist and str match,5221-194031
5234,192041,0,top dist and str match,5234-192041
5245,193300,0,dist threshhold,5245-193300
5247,192006,0,top dist and str match,5247-192006
5274,191319,0,dist threshhold,5274-191319
5328,193050,0,dist threshhold,5328-193050
5360,192022,0,top dist and str match,5360-192022
5395,192031,0,dist threshhold,5395-192031
5404,194073,0,dist threshhold,5404-194073
5440,193078,0,top dist and str match,5440-193078
5449,193093,0,top dist and str match,5449-193093
5542,193067,0,top dist and str match,5542-193067
5546,191308,0,dist threshhold,5546-191308
5549,194083,0,dist threshhold,5549-194083
5568,192048,0,dist threshhold,5568-192048
5643,193301,0,top dist and str match,5643-193301
5706,192004,0,normalized average,5706-192004
5820,190303,0,dist threshhold,5820-190303
5839,193094,0,top dist and str match,5839-193094
5840,194096,0,dist threshhold,5840-194096
5842,194098,0,dist threshhold,5842-194098
5850,194107,0,top dist and str match,5850-194107
5851,194100,0,dist threshhold,5851-194100
5872,190298,0,dist threshhold,5872-190298
5885,190308,0,dist threshhold,5885-190308
5924,192037,0,dist threshhold,5924-192037
5966,192015,0,top dist and str match,5966-192015
5967,190302,1,dist threshhold,5967-190302
5984,190313,0,dist threshhold,5984-190313
5990,190300,0,dist threshhold,5990-190300
4500,204007,0,top dist and str match,4500-204007
4845,203025,0,dist threshhold,4845-203025
4929,204004,0,dist threshhold,4929-204004
1713,200024,0,dist threshhold,1713-200024
1714,200034,0,dist threshhold,1714-200034
1715,200031,0,dist threshhold,1715-200031
1716,200052,54,dist threshhold,1716-200052
1717,200018,0,dist threshhold,1717-200018
1718,201308,0,dist threshhold,1718-201308
1719,201310,0,dist threshhold,1719-201310
1720,200008,0,dist threshhold,1720-200008
1721,200009,0,dist threshhold,1721-200009
1722,200021,0,dist threshhold,1722-200021
1723,200037,0,dist threshhold,1723-200037
1724,201300,0,dist threshhold,1724-201300
1725,201304,0,dist threshhold,1725-201304
1726,200050,0,dist threshhold,1726-200050
1727,200039,0,dist threshhold,1727-200039
1728,200041,0,dist threshhold,1728-200041
1729,200063,0,dist threshhold,1729-200063
1730,200002,164,top dist and str match,1730-200002
1731,201315,0,dist threshhold,1731-201315
1732,201306,0,dist threshhold,1732-201306
1733,201307,0,dist threshhold,1733-201307
1734,200033,0,dist threshhold,1734-200033
1735,201303,0,dist threshhold,1735-201303
1736,200001,0,dist threshhold,1736-200001
1737,201301,0,dist threshhold,1737-201301
1738,201309,0,dist threshhold,1738-201309
1739,201313,0,dist threshhold,1739-201313
1740,201314,0,dist threshhold,1740-201314
1741,201312,0,dist threshhold,1741-201312
1742,201311,0,dist threshhold,1742-201311
1743,201305,0,dist threshhold,1743-201305
1744,200019,0,dist threshhold,1744-200019
1745,200020,65,dist threshhold,1745-200020
6217,204006,0,dist threshhold,6217-204006
5393,204005,0,dist threshhold,5393-204005
4461,213300,0,top dist and str match,4461-213300
4524,210064,0,top dist and str match,4524-210064
4663,213028,0,dist threshhold,4663-213028
4672,214018,0,dist threshhold,4672-214018
4677,214000,0,top dist and str match,4677-214000
4686,214002,0,dist threshhold,4686-214002
4918,214013,0,top dist and str match,4918-214013
4931,214003,0,dist threshhold,4931-214003
4952,212003,0,dist threshhold,4952-212003
1746,210027,85,dist threshhold,1746-210027
1747,210023,0,dist threshhold,1747-210023
1748,210034,0,dist threshhold,1748-210034
1749,210043,64,dist threshhold,1749-210043
1750,210044,0,top dist and str match,1750-210044
1751,210040,0,dist threshhold,1751-210040
1752,210007,0,top dist and str match,1752-210007
1753,210015,0,dist threshhold,1753-210015
1754,210039,0,dist threshhold,1754-210039
1755,210033,0,dist threshhold,1755-210033
1756,210032,0,dist threshhold,1756-210032
1757,210035,0,dist threshhold,1757-210035
1758,210005,80,dist threshhold,1758-210005
1759,210017,0,dist threshhold,1759-210017
1760,210006,0,dist threshhold,1760-210006
1761,210049,0,dist threshhold,1761-210049
1762,210048,42,dist threshhold,1762-210048
1763,210030,0,dist threshhold,1763-210030
1764,210022,0,dist threshhold,1764-210022
1765,210018,0,dist threshhold,1765-210018
1766,210004,0,dist threshhold,1766-210004
1767,210057,0,normalized average,1767-210057
1768,210051,29,dist threshhold,1768-210051
1769,210054,0,normalized average,1769-210054
1770,210060,0,dist threshhold,1770-210060
1772,210028,0,dist threshhold,1772-210028
1773,210037,29,dist threshhold,1773-210037
1774,210001,0,dist threshhold,1774-210001
1775,210019,0,dist threshhold,1775-210019
1776,210061,0,dist threshhold,1776-210061
1777,210038,0,dist threshhold,1777-210038
1778,210058,325,top dist and str match,1778-210058
1780,210008,0,dist threshhold,1780-210008
1781,210009,0,top dist and str match,1781-210009
1782,210011,63,dist threshhold,1782-210011
1784,210013,53,dist threshhold,1784-210013
1785,210029,0,dist threshhold,1785-210029
1786,210024,3,dist threshhold,1786-210024
1787,210002,64,dist threshhold,1787-210002
6099,210065,0,dist threshhold,6099-210065
6550,210016,0,dist threshhold,6550-210016
5223,214004,0,dist threshhold,5223-214004
5257,212002,0,dist threshhold,5257-212002
5272,214012,0,dist threshhold,5272-214012
5353,213301,0,top dist and str match,5353-213301
5481,213029,0,normalized average,5481-213029
4395,224038,1158,top dist and str match,4395-224038
4433,224022,0,dist threshhold,4433-224022
4583,223030,0,dist threshhold,4583-223030
4727,222003,0,dist threshhold,4727-222003
4770,223032,0,dist threshhold,4770-223032
4780,222002,0,dist threshhold,4780-222002
4880,223026,0,dist threshhold,4880-223026
4882,224032,0,dist threshhold,4882-224032
4896,224021,0,dist threshhold,4896-224021
4909,222006,0,dist threshhold,4909-222006
1788,220012,0,dist threshhold,1788-220012
1789,220135,0,dist threshhold,1789-220135
1790,221302,0,dist threshhold,1790-221302
1791,220046,0,dist threshhold,1791-220046
1792,220073,0,dist threshhold,1792-220073
1794,220020,0,dist threshhold,1794-220020
1795,220008,0,dist threshhold,1795-220008
1796,221300,8,dist threshhold,1796-221300
1797,220010,0,dist threshhold,1797-220010
1798,220029,0,dist threshhold,1798-220029
1799,220033,0,dist threshhold,1799-220033
1800,220035,223,top dist and str match,1800-220035
1801,220080,0,dist threshhold,1801-220080
1802,220016,0,dist threshhold,1802-220016
1803,220030,0,dist threshhold,1803-220030
1804,220024,0,dist threshhold,1804-220024
1805,220077,0,dist threshhold,1805-220077
1806,220065,0,dist threshhold,1806-220065
1807,220066,0,dist threshhold,1807-220066
1808,220015,0,dist threshhold,1808-220015
1810,220002,0,dist threshhold,1810-220002
1811,220063,0,dist threshhold,1811-220063
1813,220049,0,dist threshhold,1813-220049
1814,220098,0,dist threshhold,1814-220098
1815,220084,0,dist threshhold,1815-220084
1816,220101,0,dist threshhold,1816-220101
1817,220105,56,dist threshhold,1817-220105
1819,220171,0,dist threshhold,1819-220171
1820,220177,0,dist threshhold,1820-220177
1821,220126,29,dist threshhold,1821-220126
1822,220108,0,dist threshhold,1822-220108
1823,220100,0,dist threshhold,1823-220100
1824,220083,0,dist threshhold,1824-220083
1825,220052,0,dist threshhold,1825-220052
1826,220060,0,dist threshhold,1826-220060
1827,220111,0,dist threshhold,1827-220111
1828,220116,0,dist threshhold,1828-220116
1829,220119,0,dist threshhold,1829-220119
1830,220110,68,top dist and str match,1830-220110
1831,220086,0,top dist and str match,1831-220086
1832,220088,36,dist threshhold,1832-220088
1833,220036,0,dist threshhold,1833-220036
1834,220071,92,top dist and str match,1834-220071
1835,220075,0,normalized average,1835-220075
1836,220017,0,dist threshhold,1836-220017
1837,220031,0,top dist and str match,1837-220031
1838,220162,0,top dist and str match,1838-220162
1839,223302,26,top dist and str match,1839-223302
1840,221303,0,dist threshhold,1840-221303
1841,220163,0,dist threshhold,1841-220163
1842,220176,0,dist threshhold,1842-220176
1843,220019,0,dist threshhold,1843-220019
1844,220001,116,normalized average,1844-220001
1845,220062,0,dist threshhold,1845-220062
1846,220058,0,dist threshhold,1846-220058
1847,220090,0,dist threshhold,1847-220090
1848,220095,0,dist threshhold,1848-220095
6257,224042,0,dist threshhold,6257-224042
6277,224043,634,normalized average,6277-224043
6299,224041,0,dist threshhold,6299-224041
6441,224044,65,dist threshhold,6441-224044
5120,222000,0,dist threshhold,5120-222000
5144,222023,0,dist threshhold,5144-222023
5155,224031,0,dist threshhold,5155-224031
5200,224033,0,dist threshhold,5200-224033
5262,224007,0,dist threshhold,5262-224007
5303,224028,0,top dist and str match,5303-224028
5333,223029,0,dist threshhold,5333-223029
5346,222027,0,dist threshhold,5346-222027
5366,223034,0,dist threshhold,5366-223034
5374,222048,0,dist threshhold,5374-222048
5383,222047,8,dist threshhold,5383-222047
5399,222043,0,dist threshhold,5399-222043
5419,221990,0,dist threshhold,5419-221990
5431,222007,0,dist threshhold,5431-222007
5441,223027,0,dist threshhold,5441-223027
5510,224001,0,dist threshhold,5510-224001
5548,222025,0,dist threshhold,5548-222025
5555,224013,0,dist threshhold,5555-224013
5631,223304,0,top dist and str match,5631-223304
5645,223303,0,dist threshhold,5645-223303
5829,224039,0,dist threshhold,5829-224039
5894,224040,0,top dist and str match,5894-224040
4333,230144,0,dist threshhold,4333-230144
4371,233027,11,top dist and str match,4371-233027
4385,231321,0,dist threshhold,4385-231321
4389,234038,0,dist threshhold,4389-234038
4392,231304,0,dist threshhold,4392-231304
4403,233026,0,top dist and str match,4403-233026
4465,231306,0,dist threshhold,4465-231306
4467,231308,0,dist threshhold,4467-231308
4470,232019,0,dist threshhold,4470-232019
4550,234023,15,dist threshhold,4550-234023
4567,231320,0,dist threshhold,4567-231320
4573,231309,0,dist threshhold,4573-231309
4575,234030,0,dist threshhold,4575-234030
4621,234006,298,top dist and str match,4621-234006
4635,232023,0,normalized average,4635-232023
4731,231310,0,dist threshhold,4731-231310
4745,231322,0,dist threshhold,4745-231322
4774,234026,0,dist threshhold,4774-234026
4797,232035,27,normalized average,4797-232035
4806,234021,0,dist threshhold,4806-234021
4949,231312,0,dist threshhold,4949-231312
4957,232024,0,normalized average,4957-232024
4981,234035,0,dist threshhold,4981-234035
1849,231328,0,dist threshhold,1849-231328
1850,230036,8,dist threshhold,1850-230036
1851,231305,0,dist threshhold,1851-231305
1852,230040,0,top dist and str match,1852-230040
1853,230041,64,dist threshhold,1853-230041
1854,231300,0,dist threshhold,1854-231300
1855,230021,0,dist threshhold,1855-230021
1856,230078,0,dist threshhold,1856-230078
1857,230022,0,dist threshhold,1857-230022
